FolderID,SNR,BER,RMSE,CFO_Est
1,25.663179,0.001453,0.181383,3.318488e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,28.669685,0.000064,0.101110,3.328777e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,29.070787,0.000000,0.086991,3.334632e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,28.427206,0.000001,0.095583,3.338635e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,27.383361,0.000037,0.126325,3.349336e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,27.141928,0.000193,0.130995,3.393482e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,27.141928,0.500111,2.956408,3.393482e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,27.141928,0.499244,2.346188,3.393482e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,27.141928,0.000193,0.130995,3.393482e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,28.681732,0.000000,0.072806,3.423167e-03
2,29.035785,0.000000,0.076030,3.423709e-03
3,28.442767,0.000000,0.076101,3.428599e-03
4,29.029020,0.000000,0.082321,3.427045e-03
5,28.794888,0.000001,0.082360,3.430759e-03
6,28.734102,0.000000,0.088853,3.435175e-03
7,27.742228,0.000013,0.115011,3.437383e-03
8,27.010940,0.000225,0.124349,3.443070e-03
9,29.192860,0.000000,0.072543,3.446682e-03
10,28.560040,0.000000,0.086051,3.449899e-03
11,28.601771,0.000000,0.091951,3.449345e-03
12,28.430317,0.000000,0.106261,3.451504e-03
13,28.369841,0.000000,0.095627,3.455038e-03
14,28.548256,0.000001,0.091375,3.457929e-03
15,26.647680,0.000391,0.118667,3.460562e-03
16,28.597239,0.000000,0.091871,3.465072e-03
17,28.331206,0.000002,0.099842,3.466565e-03
18,28.376962,0.000023,0.109348,3.469181e-03
19,28.450618,0.000000,0.096002,3.467000e-03
20,28.895420,0.000008,0.093587,3.469386e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,28.681732,0.000000,0.072599,3.423167e-03
2,29.035785,0.000000,0.075943,3.423709e-03
3,28.442767,0.000000,0.077024,3.428599e-03
4,29.029020,0.000000,0.082423,3.427045e-03
5,28.794888,0.000001,0.082362,3.430759e-03
6,28.734102,0.000000,0.089278,3.435175e-03
7,27.742228,0.000014,0.114490,3.437383e-03
8,27.010940,0.000234,0.123908,3.443070e-03
9,29.192860,0.000000,0.072670,3.446682e-03
10,28.560040,0.000000,0.086061,3.449899e-03
11,28.601771,0.000000,0.091946,3.449345e-03
12,28.430317,0.000000,0.106276,3.451504e-03
13,28.369841,0.000000,0.095708,3.455038e-03
14,28.548256,0.000001,0.091125,3.457929e-03
15,26.647680,0.000395,0.118414,3.460562e-03
16,28.597239,0.000000,0.091407,3.465072e-03
17,28.331206,0.000002,0.099680,3.466565e-03
18,28.376962,0.000023,0.110676,3.469181e-03
19,28.450618,0.000000,0.095740,3.467000e-03
20,28.895420,0.000008,0.093690,3.469386e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,32.991951,0.000000,0.077332,3.019350e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,34.844797,0.000498,0.052594,3.082652e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,35.439905,0.000354,0.216073,-3.098283e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,34.729297,0.000221,0.032168,-3.126488e-03
2,34.364103,0.000448,0.030485,-3.129077e-03
3,33.176625,0.000180,0.174708,-3.134099e-03
4,34.450888,0.000397,0.033638,-3.137258e-03
5,34.179810,0.001339,0.034766,-3.138499e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.993801,0.001678,0.035290,-3.148196e-03
2,33.764365,0.002231,0.036215,-3.149819e-03
3,34.081669,0.001459,0.036889,-3.152414e-03
4,33.721118,0.131520,0.042055,-3.154477e-03
5,33.722881,0.000734,0.031484,-3.155677e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.993801,0.001680,0.035022,-3.148196e-03
2,33.764365,0.002214,0.036118,-3.149819e-03
3,34.081669,0.001464,0.036398,-3.152414e-03
4,33.721118,0.124725,0.041986,-3.154477e-03
5,33.722881,0.000743,0.031446,-3.155677e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,34.274636,0.011249,0.085028,2.000290e-03
2,37.621454,0.000000,0.057521,2.000058e-03
3,37.351014,0.000005,0.062190,2.000594e-03
4,37.356084,0.000029,0.054516,1.999617e-03
5,39.752028,0.063496,0.041289,2.000335e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,34.274636,0.034191,0.084897,2.000290e-03
2,37.621454,0.000000,0.057409,2.000058e-03
3,37.351014,0.000008,0.062051,2.000594e-03
4,37.356084,0.000050,0.054445,1.999617e-03
5,39.752028,0.110075,0.041198,2.000335e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,34.274636,0.124639,0.066821,2.000290e-03
2,37.621454,0.000000,0.043510,2.000058e-03
3,37.351014,0.000050,0.045991,2.000594e-03
4,37.356084,0.000003,0.043941,1.999617e-03
5,39.752028,0.193607,0.032317,2.000335e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,34.274636,0.100914,0.066699,2.000290e-03
2,37.621454,0.000000,0.043420,2.000058e-03
3,37.351014,0.000001,0.045912,2.000594e-03
4,37.356084,0.000005,0.043851,1.999617e-03
5,39.752028,0.171683,0.032258,2.000335e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,34.274636,0.012728,0.077725,2.000290e-03
2,37.621454,0.000000,0.049483,2.000058e-03
3,37.351014,0.000001,0.050111,2.000594e-03
4,37.356084,0.000021,0.051565,1.999617e-03
5,39.752028,0.068629,0.039151,2.000335e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.273723,0.000036,0.049604,-3.165456e-03
2,34.045276,0.000337,0.026594,-3.164323e-03
3,33.512133,0.000304,0.028267,-3.164890e-03
4,24.189520,0.000448,0.143739,-3.163383e-03
5,30.952564,0.000538,0.174742,-3.164230e-03
6,33.560735,0.000136,0.029752,-3.164841e-03
7,33.536872,0.000173,0.028781,-3.165855e-03
8,33.620870,0.000136,0.028470,-3.166450e-03
9,33.505070,0.000081,0.028866,-3.165568e-03
10,33.418362,0.000263,0.029621,-3.164320e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.273723,0.000034,0.043436,-3.165456e-03
2,34.045276,0.000271,0.024450,-3.164323e-03
3,33.512133,0.000255,0.025941,-3.164890e-03
4,24.189520,0.000379,0.135653,-3.163383e-03
5,30.952564,0.000458,0.165616,-3.164230e-03
6,33.560735,0.000095,0.026901,-3.164841e-03
7,33.536872,0.000135,0.026355,-3.165855e-03
8,33.620870,0.000113,0.025879,-3.166450e-03
9,33.505070,0.000062,0.027204,-3.165568e-03
10,33.418362,0.000215,0.026807,-3.164320e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.273723,0.000029,0.049277,-3.165456e-03
2,34.045276,0.000171,0.026549,-3.164323e-03
3,33.512133,0.000177,0.027907,-3.164890e-03
4,24.189520,0.000318,0.141904,-3.163383e-03
5,30.952564,0.000396,0.173796,-3.164230e-03
6,33.560735,0.000096,0.029571,-3.164841e-03
7,33.536872,0.000171,0.028487,-3.165855e-03
8,33.620870,0.000077,0.028274,-3.166450e-03
9,33.505070,0.000060,0.028610,-3.165568e-03
10,33.418362,0.000294,0.028757,-3.164320e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,25.533344,0.000109,0.226657,1.997827e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,36.924927,0.157231,0.055135,2.000476e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,23.336660,0.326359,0.271588,2.004798e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,35.743649,0.000000,0.064155,2.000157e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,35.743649,0.000000,0.064146,2.000157e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,35.743649,0.000000,0.064155,2.000157e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,35.743649,0.000000,0.064155,2.000157e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.425945,0.091398,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.425945,0.091398,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.425945,0.091398,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.269670,0.091398,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.223407,0.091398,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.197773,0.091398,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.336324,0.091398,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.425945,0.091398,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.456133,0.091525,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.033203,0.091525,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.451511,0.091220,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.452099,0.091220,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.033203,0.091525,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.025323,0.091525,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.042722,0.091525,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.396849,0.025323,0.091525,1.999092e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,39.406067,0.131041,0.041487,2.000188e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,39.553298,0.000640,0.037032,2.000292e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,35.619084,0.014781,0.061522,2.000221e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,35.722087,0.130271,0.073659,1.999377e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,36.181711,0.226743,0.063822,1.999773e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,34.756713,0.000001,0.072337,1.999584e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,40.616311,0.000000,0.033988,2.000021e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,47.019580,0.010960,0.001225,2.000449e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,47.111616,0.000000,0.000281,1.999945e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,31.709247,0.003752,0.076720,-3.170642e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,31.709247,0.004982,0.076720,-3.170642e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,31.709247,0.017914,0.076336,-3.170642e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,31.899436,0.001508,0.074663,-3.191171e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.422092,0.033996,0.103521,3.176149e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,33.432862,0.002004,0.044543,-3.175273e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,31.253659,0.000000,0.083134,-3.587893e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,31.552683,0.000000,0.050683,-3.561431e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,31.305432,0.000000,0.031814,-3.541410e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.488203,0.000003,0.068554,-3.518447e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.627881,0.000000,0.058537,-3.497846e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.364012,0.213450,0.035182,-3.466112e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.247743,0.232447,0.041611,-3.452193e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.376746,0.000000,0.036028,-3.445234e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.271180,0.001615,0.041632,-3.433976e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.436681,0.000000,0.032408,-3.421571e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.445470,0.000530,0.041411,-3.414748e-03
FolderID,SNR,BER,RMSE,CFO_Est
1,30.514642,0.000793,0.034749,-3.392702e-03
